keyword,source,author,title,description,content,publishedAt,url
development aid kenya,Inter Press Service,Busani Bafana,Explainer: How Germs Outsmart Antimicrobials and Why It’s Making Us Sicker,"More people are dying from once treatable infections because the medicines we rely on are no longer working as they should. The culprit? A growing health threat called antimicrobial resistance (AMR). What is AMR? AMR happens when bacteria, viruses, fungi, or …","Africa, Climate Change, Development &amp; Aid, Disaster Management, Featured, Headlines, Health, Sustainable Development Goals, TerraViva United NationsHealth
Explainer: How Germs Outsmart Antimicro… [+5857 chars]",2025-05-20T07:51:32Z,https://www.ipsnews.net/2025/05/explainer-how-germs-outsmart-antimicrobials-and-why-its-making-us-sicker/
development aid kenya,Inter Press Service,Oritro Karim,Funding Shortfalls Threaten Haiti’s Future,"The humanitarian situation in Haiti has deteriorated significantly in the recent weeks as rates of violence, hunger, and displacement soar amid a severe lack of funding. As armed gangs continue to seize more territory in the capital, Port-Au-Prince, as well a…","Climate Change, Crime &amp; Justice, Development &amp; Aid, Economy &amp; Trade, Food and Agriculture, Headlines, Health, Human Rights, Latin America &amp; the Caribbean, Migration &amp; Refugees, Te… [+6503 chars]",2025-05-29T09:45:24Z,https://www.ipsnews.net/2025/05/funding-shortfalls-threaten-haitis-future/
kenya donor funding,Forbes,"Victoria Philips, Forbes Councils Member, 
 Victoria Philips, Forbes Councils Member
 https://www.forbes.com/councils/forbesnonprofitcouncil/people/victoriaphilips/",Why Funders Should Bet On African Nonprofits: Shifting From Aid To Investment,These organizations don’t need saving; they need resourcing.,"Victoria M Philips is Chief Strategist at Philips Nonprofit Consulting and CEO of Give to Africa, advancing global philanthropy and impact.
getty
African nonprofits arent waiting for rescue. They a… [+6751 chars]",2025-06-06T11:00:00Z,https://www.forbes.com/councils/forbesnonprofitcouncil/2025/06/06/why-funders-should-bet-on-african-nonprofits-shifting-from-aid-to-investment/
kenya donor funding,The Conversation Africa,"Lucy Xiaolu Wang, Assistant Professor, Department of Resource Economics, UMass Amherst, Nahim Bin Zahur, Assistant Professor of Economics, Queen's University, Ontario","When developing countries band together, lifesaving drugs become cheaper and easier to buy − with trade-offs",Pharmaceutical companies have little incentive to sell drugs to countries that can’t afford them. But bargaining together can increase access to vital treatments worldwide.,"Pooling procurement of drugs could increase the availability of essential treatments around the globe. narvo vexar/iStock via Getty Images Plus
Procuring lifesaving drugs is a daunting challenge in … [+8144 chars]",2025-06-17T12:34:40Z,https://theconversation.com/when-developing-countries-band-together-lifesaving-drugs-become-cheaper-and-easier-to-buy-with-trade-offs-255383
kenya donor funding,Nextcity.org,Nina Ignaczak,"Turning Banana Peels Into Coasters, and Other Tales of Food Waste Innovation","Kameron Dye, Chief Business Officer, and Brittanie Dabney, CEO of Ecosphere Organics, in their workspace at NewLab. (Photo by Nick Hagen / Planet Detroit)


 






Inside the historic Book Depository at Michigan Central, now home to Newlab’s innovation camp…","Inside the historic Book Depository at Michigan Central, now home to Newlabs innovation campus, Brittanie Dabney is quietly building a different kind of startup. Her company, EcoSphere Organics, does… [+7320 chars]",2025-05-21T10:00:00Z,https://nextcity.org/urbanist-news/turning-banana-peels-into-coasters-and-other-tales-of-food-waste-innovation
kenya donor funding,The Conversation Africa,"Greg Beckett, Associate Professor of Anthropology, Western University",Haiti on the brink: Gangs fill power vacuum as current solutions fail a nation in crisis,"With no elected government, spiraling violence, and little international success, Haiti faces a multidimensional collapse few see a clear path out of.","Haiti is facing a multifaceted crisis unlike any in the countrys modern history. 
Haiti recently marked the one-year anniversary of Haitis Presidential Transitional Councils (CPT) new government an … [+7482 chars]",2025-06-16T15:41:30Z,https://theconversation.com/haiti-on-the-brink-gangs-fill-power-vacuum-as-current-solutions-fail-a-nation-in-crisis-257948
kenya donor funding,The Conversation Africa,"Kim Gurney, Senior Researcher, Centre for Humanities Research — Platform: SA-UK Bilateral Digital Humanities Chair in Culture & Technics, University of the Western Cape",5 indie art spaces in African cities worth knowing more about,"Designed for purpose over profit, these DIY spaces thrive in cities, involve local neighbourhoods in storytelling, and build new possible worlds.",Independent art spaces are collectives of artists (and others) who club together to set up a communal space often in former industrial sites and more affordable parts of the city to further their pra… [+8057 chars],2025-06-15T08:46:23Z,https://theconversation.com/5-indie-art-spaces-in-african-cities-worth-knowing-more-about-258009
kenya donor funding,DW (English),Jon Shelton,Bill Gates to give most of $200 billion fund to Africa,Bill Gates has urged African leaders to join him in advancing health and development on the continent. He says his foundation will partner with nations putting people's health first. US billionaire Bill Gates on Tuesday announced that the majority of his phil…,"US billionaire Bill Gates on Tuesday announced that the majority of his philanthropic Gates Foundation's $200 billion (175 billion) endowment will be spent in Africa over the next two decades.
Gates… [+4070 chars]",2025-06-03T07:09:00Z,https://www.dw.com/en/bill-gates-to-give-most-of-200-billion-fund-to-africa/a-72769394
kenya donor funding,Plos.org,PLOS Global Public Health,Reimagining Antimicrobial Resistance (AMR) financing for Africa amid global funding crises,"By guest contributors Sherin Paul and Mirfin Mpundu Antimicrobial Resistance (AMR), a silent pandemic, widens health inequalities in Africa by disproportionately affecting the…
The post Reimagining Antimicrobial Resistance (AMR) financing for Africa amid glob…","By guest contributors Sherin Paul and Mirfin Mpundu
Antimicrobial Resistance (AMR), a silent pandemic, widens health inequalities in Africa by disproportionately affecting the most vulnerable popula… [+8587 chars]",2025-06-05T20:02:02Z,https://speakingofmedicine.plos.org/2025/06/05/reimagining-antimicrobial-resistance-amr-financing-for-africa-amid-global-funding-crises/
kenya donor funding,Plos.org,"Robai Gakunga, Anne Korir, Janet Bouttell","Evaluating the impact of the National Health Insurance Fund oncology benefits package and a healthcare workers’ strike on time to cancer treatment initiation in Nairobi County, Kenya: An interrupted time series analysis","Introduction In April 2015, Kenya introduced the National Health Insurance Oncology Benefits Package and its complementary reforms (oncology insurance scheme) to alleviate financial hardship among its members upon a cancer diagnosis. In this study, we hypothe…","Citation: Gakunga R, Korir A, Bouttell J (2025) Evaluating the impact of the National Health Insurance Fund oncology benefits package and a healthcare workers strike on time to cancer treatment initi… [+34780 chars]",2025-05-22T14:00:00Z,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324593
kenya donor funding,The Conversation Africa,"Richard Calland, Emeritus Associate Professor in Public Law, UCT. Visiting Adjunct Professor, WITS School of Governance; Director, Africa Programme, University of Cambridge Institute for Sustainability Leadership, University of Cambridge",Development finance in a post-aid world: the case for country platforms,"Instead of disconnected projects driven by external priorities, a country platform enables governments to set the agenda and direct finance to where it is needed.","With the Trump administration slashing US Agency for International Development budgets and European nations shifting overseas development aid budgets to bolster defence spending, the world has entere… [+6736 chars]",2025-06-04T13:21:12Z,https://theconversation.com/development-finance-in-a-post-aid-world-the-case-for-country-platforms-257994
kenya donor funding,TechCabal,Adonijah Ndege,Kenya plans to relocate health data from the US after USAID cuts,Kenya is preparing to move critical health data hosted in the United States following cuts to USAID funding by President Donald Trump.,Kenya is preparing to move critical health data currently hosted in the United States following President Donald Trump’s cuts to the United States Agency for International Development (USAID) funding… [+2866 chars],2025-06-02T10:53:32Z,https://techcabal.com/2025/06/02/kenya-health-data-usaid-trump-funding/
kenya donor funding,Thekenyatimes.com,Jason Ndunyu,World Bank PFRR Recommends SHIF Contribution Exemptions,The World Bank has called urged Kenya to rethink its UHC strategy and recommended that it reconsiders mandatory contributions to the SHIF for low-wage formal sector workers.,"The World Bank has asked Kenya to rethink its Universal Healthcare (UHC) financing strategy, recommending a reconsideration of the mandatory contributions to the Social Health Insurance Fund (SHIF) f… [+5829 chars]",2025-05-27T10:16:35Z,https://thekenyatimes.com/business/economy/select-kenyan-workers-should-not-make-shif-contributions-world-bank-report/
