keyword,source,author,title,description,content,summary,full_text,publishedAt,url,language
usaid budget cut,NPR,Deirdre Walsh,Public media funding up in the air as House prepares to vote on claw backs,public-media-funding-up-in-the-air-as-house-prepares-to-vote-on-claw-backs,The House of Representatives is expected to approve legislation Thursday to claw back two years of federal funding for public media outlets. President Trump has asked Congress for this rescission. He… [+11529 chars],,,2025-06-12T09:00:25Z,https://www.npr.org/2025/06/12/g-s1-72223/public-media-funding-up-in-the-air-as-house-prepares-to-vote-on-claw-backs,
usaid budget cut,BusinessLine,AP- PTI,Trump thanks Musk for ‘colossal change’ as he departs DOGE post,"Elon Musk steps down as head of DOGE in Trump’s administration, leaving behind deep budget cuts and controversy. Trump calls him “terrific” in farewell","US President Donald Trump bid farewell to Elon Musk in the Oval Office on Friday, providing a cordial conclusion to a tumultuous tenure for the billionaire entrepreneur.
Musk is leaving his position… [+3513 chars]",,,2025-05-31T01:58:22Z,https://www.thehindubusinessline.com/news/world/trump-thanks-musk-for-colossal-change-as-he-departs-doge-post/article69640523.ece,
usaid budget cut,Crikey,Bernard Keane,Ketamine vs bronzer: Drug-addled billionaire goes head-to-head with Mad King on US deficit,"Elon Musk and Donald Trump are feuding over a bill that would send the US budget deficit skyrocketing at a time when global markets are febrile.
The post Ketamine vs bronzer: Drug-addled billionaire goes head-to-head with Mad King on US deficit appeared first…","The falling out between ketamine-toting Elon Musk and Mad King Donald over the latters big beautiful bill isnt merely the inevitable plot pivot of the Trump soap opera its a clash with real-world, an… [+4637 chars]",,,2025-06-05T01:35:16Z,http://www.crikey.com.au/2025/06/05/elon-musk-donald-trump-fight-big-beautiful-bill-us-deficit-spending-cuts/,
usaid budget cut,BBC News,"Bernd Debusmann Jr - BBC News, White House",Five ways the world's richest man changed the White House,The tech billionaire and Doge have spearheaded dramatic changes in the US government and Washington.,Elon Musk's time in the Trump administration is coming to an end after a tempestuous 129 days in which the world's richest man took an axe to government spending - stirring ample controversy along th… [+6611 chars],,,2025-05-30T01:39:42Z,https://www.bbc.com/news/articles/cpd46266vgdo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,
usaid budget cut,Newsweek,Tom Rogers,"How To Ruin a Country's Image, Economy, and Global Standing in Six Easy Steps | Opinion",President Donald Trump's first four months in office have brought a whirlwind of unprecedented actions.,"President Donald Trump's first four months in office have brought a whirlwind of unprecedented actions. There have been so many missteps, fumblings, cruel implementations, and pure folly, it would ta… [+8186 chars]",,,2025-06-04T10:00:01Z,https://www.newsweek.com/how-ruin-countrys-image-economy-global-standing-six-easy-steps-opinion-2080454,
usaid budget cut,esquire.com,Josh Rosenberg,"Bono Is ""Very Angry"" at Donald Trump's Budget Cuts to Foreign Aid Relief","“The most unbelievable carnage imaginable is happening to our work,” the U2 frontman says.","Bono isnt afraid to speak his mind. In our new cover story, the U2 singer and AIDS relief advocate tells Esquire that he's very angry with the state of the world today. The United States has been a p… [+2612 chars]",,,2025-05-28T18:14:00Z,https://www.esquire.com/entertainment/a64905913/bono-donald-trump-foreign-aid-relief/,
usaid budget cut,Japan Today,,"U.S. not withdrawing from world, Rubio says during testy hearings in Congress","U.S. Secretary of State Marco Rubio on Tuesday insisted that the country is not withdrawing from the world, as he batted away criticism of cuts to aid and diplomatic budgets from former colleagues in Congress, some of whom regret voting to confirm him because…","U.S. Secretary of State Marco Rubio on Tuesday insisted that the country is not withdrawing from the world, as he batted away criticism of cuts to aid and diplomatic budgets from former colleagues in… [+4912 chars]",,,2025-05-20T21:42:56Z,https://japantoday.com/category/world/us-is-not-withdrawing-from-the-world-rubio-says-during-testy-hearings-in-congress,
usaid budget cut,New York Post,Ariel Zilber,Elon Musk fires back at Bill Gates over ‘false’ claims DOGE cuts to USAID are endangering kids: ‘Who does he think he is?’,Gates accused the Tesla CEO and DOGE (Department of Government Efficiency) chief of recklessly gutting US foreign aid programs.,"Elon Musk is lashing out at Bill Gates after the Microsoft co-founder accused him of endangering the lives of vulnerable children worldwide by pushing to dismantle the US foreign aid apparatus.
Who … [+3944 chars]",,,2025-05-20T19:44:23Z,https://nypost.com/2025/05/20/business/elon-musk-fires-back-at-bill-gates-over-doge-cuts-to-usaid/,
usaid budget cut,MSNBC,Paul Waldman,Elon Musk departs DOGE with a horrific legacy,"Elon Musk’s time with the Department of Government Efficiency has ended, but not before a press availability at the White House alongside President Donald Trump.","Elon Musks government service has supposedly come to an end, with the billionaire decamping to his company town of Starbase, Texas. Except there he was in the Oval Office on Friday, in a press availa… [+5988 chars]",,,2025-05-31T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/elon-musk-leaves-doge-trump-legacy-rcna209823,
usaid budget cut,BBC News,,Five ways the world's richest man changed the White House,The tech billionaire and Doge have spearheaded dramatic changes in the US government and Washington.,"Bernd Debusmann Jr
A chainsaw, two hats and Lil X: Musk's eventful time at Doge
Elon Musk's time in the Trump administration is coming to an end after a tempestuous 129 days in which the world's ri… [+6480 chars]",,,2025-05-29T21:18:49Z,https://www.bbc.com/news/articles/cpd46266vgdo,
usaid budget cut,The New Republic,Timothy Noah,How Trump’s Obsession With Weight Explains His Misrule,"When President Donald Trump addressed Army troops June 10 at Fort Bragg, his audience was screened for political leanings and physical appearance. “No fat soldiers,” read one unit-level message, according to Konstantin Toropin and Steve Beynon of Military.com…","When President Donald Trump addressed Army troops June 10 at Fort Bragg, his audience was screened for political leanings and physical appearance. No fat soldiers, read one unit-level message, accord… [+1891 chars]",,,2025-06-13T10:00:00Z,https://newrepublic.com/article/196784/trump-obsession-weight-explains-misrule,
usaid budget cut,Raw Story,Robert Reich,First phase of Trump's presidency has failed — and all that's left is rage,"Signing off via X
 after 128 wild days of mayhem and havoc, the damage Musk did to our government and its capacities to serve the people will be felt for years — although many of his cuts were swiftly reversed by the courts. His slash-and-burn tactics, his r…","Signing off via X
 after 128 wild days of mayhem and havoc, the damage Musk did to our government and its capacities to serve the people will be felt for years although many of his cuts were swiftly… [+6387 chars]",,,2025-05-29T17:04:44Z,https://www.rawstory.com/trump-rage-2672230802/,
usaid budget cut,Livemint,mint,Jayati Ghosh: Step up to prevent mutually assured destruction,The world has been going down a ‘MAD’ path. It’s in the interest of other wealthy nations to plug gaps left by the US withdrawal from global institutions like the WHO. Rising health vulnerabilities are enough to justify sustained support for multilateral effo…,"Towards the end of the ancient Indian epic, the Mahabharata, Krishnas Yadava clan self-destructs. Many dark omens presage their downfall: nature behaves erratically and pests multiply. Sin, deception… [+5382 chars]",,,2025-05-25T07:30:17Z,https://www.livemint.com/opinion/online-views/donald-trump-who-unaids-world-food-programme-united-nations-south-korea-switzerland-united-kingdom-gaza-global-south-us-11748110490477.html,
usaid budget cut,Globalresearch.ca,Jill Clark-Gollub,Nicaragua vs. El Salvador: Daniel Ortega Is No Bukele,"Although Ortega and Bukele are both serving consecutive terms, and a Central American polling firm reports that they enjoy high popularity among their respective populations, the two presidents actually offer a study in contrasts.
The post Nicaragua vs. El Sa…","Opposition media from both Nicaragua and El Salvador, along with the Washington Post, Amnesty International, and Human Rights Watch, all vilify  Nicaraguan President Daniel Ortega by equating him wit… [+14060 chars]",,,2025-06-12T13:32:49Z,https://www.globalresearch.ca/daniel-ortega-no-bukele/5890635,
usaid budget cut,Newsweek,Theo Burman,Elon Musk's Bromance With Donald Trump Appears to Sour,"While the duo has defined the last year of U.S. politics, it appears Musk and Trump are now heading their separate ways.","The relationship that has defined the second Trump administration is breaking down, according to those closest to the president.
The partnership of Elon Musk and President Donald Trump has been cent… [+3351 chars]",,,2025-05-28T13:45:39Z,https://www.newsweek.com/elon-musk-donald-trump-bromance-appears-sour-2077886,
usaid budget cut,Tomdispatch.com,Alfred W. Mccoy,From USAID to US Harms,"With the Oval Office looking more like a middle school classroom every day, let’s recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. Your nemesis says mockingly that you’re a this-or-that and …","With the Oval Office looking more like a middle school classroom every day, lets recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. … [+17409 chars]",,,2025-05-27T18:29:14Z,https://tomdispatch.com/the-self-liquidation-of-u-s-global-leadership/,
usaid budget cut,HuffPost,Graeme Demianyk,Lawrence O’Donnell Chokes Up When Detailing Harrowing Impact Of USAID Cuts,"The MSNBC anchor tore into Trump, Musk and Rubio as he explained how children reliant on life-saving medicine are dying.","MSNBCs Lawrence ODonnell fought back tears on air as he attacked soulless, mindless President Donald Trump and Elon Musk for slashing funding that has led to children dying.
On Mondays The Last Word… [+2919 chars]",,,2025-06-03T17:33:34Z,https://www.huffpost.com/entry/lawrence-odonnell-trump-musk-rubio-foreign-aid_n_683f0a26e4b0c670965500f7,
usaid budget cut,Dianeravitch.net,dianeravitch,"Elon’s Tweets Today About Trump, Trump’s Responses","The most famous and powerful bros broke up today. Elon Musk and Donald Trump turned on one another. Elon had spent months slashing and burning the federal government, destroying agencies and Departments. Congress sat back and watched, happy to relinquish thei…","The most famous and powerful bros broke up today. Elon Musk and Donald Trump turned on one another. Elon had spent months slashing and burning the federal government, destroying agencies and Departme… [+4440 chars]",,,2025-06-05T23:00:00Z,https://dianeravitch.net/2025/06/05/elons-tweets-today-about-trump/,
